Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[ug],Biomass_[mg_WetWeight_m-3]
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,3,60,40,257529,Holophryxus alaskensis,Cryptoniscus,1,1,88.5,0.0113,1422.1,0,80.41,0.0009
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,3,60,40,117849,Aglantha digitale, ,53,0.125,88.5,4.7910,5509.7,19.4,2642.59,12.6605
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,3,60,40,117849,Aglantha digitale, ,2,1,88.5,0.0226,14851.6,1.6,42458.49,0.9595
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,3,60,40,103413,Oikopleura labradoriensis, ,5,1,88.5,0.0565,1274.8,24.1,389.18,0.0220
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,3,60,40,135335,Physonectae,Pneumatophore,1,1,88.5,0.0113,908.2,0,0,0.0000
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,196771,Calanus pacificus,C4,41,0.125,87.7,3.7400,1440.4,3.6,189.86,0.7101
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,196771,Calanus pacificus,C5,94,0.125,87.7,8.5747,1860.8,3.8,435.21,3.7318
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,196771,Calanus pacificus,C6 AF,53,0.125,87.7,4.8347,2151.2,3.5,695.31,3.3616
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,196771,Calanus pacificus,C6 AM,54,0.125,87.7,4.9259,1951.5,2.8,506.52,2.4951
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,104470,Neocalanus cristatus,C2,2,0.5,87.7,0.0456,1618.7,6,261.81,0.0119
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,104470,Neocalanus cristatus,C3,1,0.5,87.7,0.0228,2760.8,0,1235.13,0.0282
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,104470,Neocalanus cristatus,C4,5,0.5,87.7,0.1140,4342,2.7,4630.97,0.5280
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,104470,Neocalanus cristatus,C5,6,1,87.7,0.0684,6519.7,2.4,15142.16,1.0360
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,196772,Neocalanus plumchrus,C4,2,0.5,87.7,0.0456,2527,2.2,936.65,0.0427
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,196772,Neocalanus plumchrus,C5,29,0.5,87.7,0.6613,3366.2,3.8,2228.28,1.4737
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,104468,Mesocalanus tenuicornis,C6 AF,1,0.125,87.7,0.0912,1572.7,0,279.45,0.0255
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,104161,Clausocalanus,C6 AF,51,0.125,87.7,4.6522,1331,3.7,155.64,0.7241
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,196775,Eucalanus bungii,C4,2,0.125,87.7,0.1824,3290.4,3.8,859.25,0.1568
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,196775,Eucalanus bungii,C5,24,0.125,87.7,2.1893,4355.1,3.2,2058.66,4.5070
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,196779,Paraeuchaeta elongata,C6 AF,1,1,87.7,0.0114,4572,0,8266.9,0.0943
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,196784,Metridia pacifica,C5,3,0.125,87.7,0.2737,1476.7,7.4,295.35,0.0808
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,196784,Metridia pacifica,C6 AF,11,0.125,87.7,1.0034,2075.7,2.2,833.28,0.8361
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,196782,Heterorhabdus tanneri,C6 AF,2,0.5,87.7,0.0456,2826.1,1,2044.18,0.0932
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,349800,Candacia columbiae,C6 AF,1,1,87.7,0.0114,3193.2,0,3179.34,0.0363
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,349800,Candacia columbiae,C6 AM,1,1,87.7,0.0114,3106.9,0,2931.19,0.0334
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,105440,Parasagitta elegans, ,16,1,87.7,0.1824,12804.3,11.4,3410.35,0.6222
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,105440,Parasagitta elegans, ,22,1,87.7,0.2509,26297.6,8.7,31713.52,7.9555
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,266259,Pseudosagitta scrippsae, ,5,1,87.7,0.0570,13237.7,68.2,6702.65,0.3821
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,139178,Clione limacina, ,7,1,87.7,0.0798,2400.5,39.3,2296.59,0.1833
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,140223,Limacina helicina, ,66,0.5,87.7,1.5051,836.3,22.6,172.66,0.2599
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,103367,Oikopleura, ,1,1,87.7,0.0114,1108,0,250.06,0.0029
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,103253,Hyperia medusarum, ,1,1,87.7,0.0114,2588.5,0,560.07,0.0064
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,254453,Themisto pacifica, ,29,0.5,87.7,0.6613,2635.1,23.2,840.81,0.5561
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,254453,Themisto pacifica, ,4,1,87.7,0.0456,5324.8,9.4,5491.53,0.2505
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,180759,Primno macropa, ,1,1,87.7,0.0114,8797.2,0,21747.82,0.2480
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,106800,Callianassidae,Zoea,4,1,87.7,0.0456,2693.4,14.6,0,0.0000
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,1128,Euphausiacea,Furcilia,1,1,87.7,0.0114,2979,0,240.69,0.0027
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,237851,Euphausia pacifica,Juvenile,12,0.5,87.7,0.2737,9090.7,32.3,12571.22,3.4402
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,237851,Euphausia pacifica,AM,2,0.5,87.7,0.0456,13574.5,0.8,33353.47,1.5213
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,237873,Thysanoessa longipes,Juvenile,2,0.5,87.7,0.0456,9588.2,12.1,14107.11,0.6434
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,237872,Thysanoessa inspinata,Juvenile,14,0.5,87.7,0.3193,8799.2,19.5,13563.91,4.3306
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,237874,Thysanoessa spinifera,Juvenile,73,0.5,87.7,1.6648,10752,10,22193.56,36.9471
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,127482,Halocyprididae, ,1,1,87.7,0.0114,3159.8,0,0,0.0000
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,883,Polychaeta,Larvae,1,1,87.7,0.0114,537.9,0,11.21,0.0001
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,131582,Typhloscolex muelleri, ,1,1,87.7,0.0114,8252,0,1131.01,0.0129
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,129715,Tomopteris, ,2,1,87.7,0.0228,4861.4,3,1137.63,0.0259
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,101,Gastropoda, ,2,1,87.7,0.0228,1214.5,3.6,430.63,0.0098
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,135418,Dimophyes arctica,Anterior nectophore,2,1,87.7,0.0228,3950,4,0,0.0000
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,1371,Siphonophorae,Nectophore,4,1,87.7,0.0456,2399,18.6,765.49,0.0349
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,1371,Siphonophorae,Athorybia larvae,1,1,87.7,0.0114,2844.4,0,731.36,0.0083
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,1371,Siphonophorae,Bract,32,0.5,87.7,0.7298,3129.2,26.5,0,0.0000
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,10194,Actinopterygii,Juvenile,1,1,87.7,0.0114,8380.2,0,2466.84,0.0281
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,125498,Myctophidae,Juvenile,10,1,87.7,0.1140,10533.4,7.8,12596.11,1.4363
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,11716,Teuthida, ,1,1,87.7,0.0114,11158.9,0,90692.13,1.0341
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,135220,Scyphozoa,Ephyra,1,1,87.7,0.0114,2656.9,0,0,0.0000
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,117849,Aglantha digitale, ,19,0.5,87.7,0.4333,6881,34.4,5870.09,2.5435
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,117849,Aglantha digitale, ,16,1,87.7,0.1824,13062.5,20.5,32451.69,5.9205
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,103413,Oikopleura labradoriensis, ,8,1,87.7,0.0912,1294.2,14,382.47,0.0349
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,16845,Cuninidae, ,7,1,87.7,0.0798,5400.1,29.9,2081.38,0.1661
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,135335,Physonectae,Pneumatophore,1,1,87.7,0.0114,879.2,0,0,0.0000
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,4,40,20,237872,Thysanoessa inspinata,AF,2,1,87.7,0.0228,14073.3,5,49705.96,1.1335
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,196771,Calanus pacificus,C4,9,0.03125,83.2,3.4615,1466.4,3.8,201.21,0.6965
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,196771,Calanus pacificus,C5,134,0.03125,83.2,51.5385,1871.6,3.5,443.11,22.8371
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,196771,Calanus pacificus,C6 AF,278,0.03125,83.2,106.9231,2192.1,3.2,738.63,78.9768
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,196771,Calanus pacificus,C6 AM,16,0.03125,83.2,6.1538,1987.5,3,537.59,3.3082
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,104470,Neocalanus cristatus,C4,7,0.25,83.2,0.3365,4157,3.5,4084.18,1.3745
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,104470,Neocalanus cristatus,C5,5,1,83.2,0.0601,6387.1,2.2,14257.17,0.8568
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,196772,Neocalanus plumchrus,C5,6,0.25,83.2,0.2885,3276.6,2.8,2049.98,0.5913
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,104468,Mesocalanus tenuicornis,C6 AF,1,0.25,83.2,0.0481,1438.7,0,185.31,0.0089
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,104161,Clausocalanus,C6 AF,28,0.0625,83.2,5.3846,1378.4,3.3,173.61,0.9348
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,196775,Eucalanus bungii,C4,1,0.25,83.2,0.0481,3373.3,0,926.32,0.0445
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,196775,Eucalanus bungii,C5,1,0.25,83.2,0.0481,4621.9,0,2469.16,0.1187
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,196784,Metridia pacifica,C5,1,0.25,83.2,0.0481,1273.2,0,184.99,0.0089
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,196784,Metridia pacifica,C6 AF,4,0.25,83.2,0.1923,2128.9,7.2,910.67,0.1751
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,196782,Heterorhabdus tanneri,C6 AF,1,1,83.2,0.0120,2818.9,0,2027.61,0.0244
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,105440,Parasagitta elegans, ,53,0.125,83.2,5.0962,13140.2,17.3,3899.01,19.8699
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,105440,Parasagitta elegans, ,28,1,83.2,0.3365,24224.2,9.6,24664.99,8.3007
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,105416,Eukrohnia hamata, ,1,1,83.2,0.0120,9104,0,842.16,0.0101
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,266259,Pseudosagitta scrippsae, ,2,1,83.2,0.0240,16453.2,32.7,6312.18,0.1517
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,139178,Clione limacina, ,20,1,83.2,0.2404,2591.9,54.5,3206.59,0.7708
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,140223,Limacina helicina, ,39,0.125,83.2,3.7500,924.5,20.9,224.18,0.8407
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,140223,Limacina helicina, ,8,1,83.2,0.0962,1395.5,5.9,665.18,0.0640
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,254453,Themisto pacifica, ,46,0.125,83.2,4.4231,3318.9,21.1,1565.15,6.9228
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,254453,Themisto pacifica, ,5,1,83.2,0.0601,5441.7,7.6,5812.29,0.3493
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,106749,Cancridae,Megalopa,1,1,83.2,0.0120,1813.4,0,4315.08,0.0519
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,106800,Callianassidae,Zoea,1,1,83.2,0.0120,1946.5,0,0,0.0000
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,1128,Euphausiacea,Furcilia,5,1,83.2,0.0601,4165.1,8.3,512.86,0.0308
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,237851,Euphausia pacifica,Juvenile,3,1,83.2,0.0361,4376.6,15.4,1102.27,0.0397
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,237851,Euphausia pacifica,AF,1,1,83.2,0.0120,13659,0,33988.89,0.4085
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,237851,Euphausia pacifica,AM,1,1,83.2,0.0120,12923.1,0,28695.56,0.3449
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,237873,Thysanoessa longipes,Juvenile,13,1,83.2,0.1563,8444.2,9,9314.05,1.4553
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,237872,Thysanoessa inspinata,Juvenile,10,1,83.2,0.1202,7966.6,24.2,10581.62,1.2718
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,237872,Thysanoessa inspinata,AM,1,1,83.2,0.0120,10759.3,0,22513.83,0.2706
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,237874,Thysanoessa spinifera,Juvenile,37,1,83.2,0.4447,9961.7,11.5,17636.69,7.8432
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,131582,Typhloscolex muelleri, ,1,1,83.2,0.0120,7204.3,0,890.07,0.0107
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,1371,Siphonophorae,Athorybia larvae,2,1,83.2,0.0240,2458.1,32.3,540.05,0.0130
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,1371,Siphonophorae,Bract,6,0.125,83.2,0.5769,2363.9,24.4,0,0.0000
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,125498,Myctophidae,Juvenile,4,1,83.2,0.0481,11224.3,10.3,16378.89,0.7874
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,11716,Teuthida, ,1,1,83.2,0.0120,8634.4,0,45622.65,0.5483
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,117849,Aglantha digitale, ,35,1,83.2,0.4207,7492.5,22.6,6546.32,2.7539
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,117849,Aglantha digitale, ,6,1,83.2,0.0721,12342.2,19.5,27014.88,1.9482
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,16845,Cuninidae, ,7,1,83.2,0.0841,6984.2,21.1,4715.13,0.3967
SKQ202012,Multinet,0.5,Oblique,500,2020-09-04T23:20:09-0800,2020-09-05T00:00:45-0800,-147.5007,57.7922,4497,GAK15,5,20,0,135335,Physonectae,Pneumatophore,1,1,83.2,0.0120,709.9,0,0,0.0000
SKQ202012,Multinet,0.5,Oblique,500,2020-09-07T08:20:02-0800,2020-09-07T08:52:10-0800,-147.8033,60.5352,730,PWS2,2,20,0,104117,Chiridius,C4,1,0.125,83.2,0.0962,1341.9,0,235.25,0.0226
SKQ202012,Multinet,0.5,Oblique,500,2020-09-07T08:20:02-0800,2020-09-07T08:52:10-0800,-147.8033,60.5352,730,PWS2,2,20,0,104117,Chiridius,C5,2,0.125,83.2,0.1923,1630.3,2.2,435.02,0.0837
SKQ202012,Multinet,0.5,Oblique,500,2020-09-07T08:20:02-0800,2020-09-07T08:52:10-0800,-147.8033,60.5352,730,PWS2,2,20,0,104117,Chiridius,C6 AF,5,0.125,83.2,0.4808,2122.5,3,1001.23,0.4814
SKQ202012,Multinet,0.5,Oblique,500,2020-09-07T08:20:02-0800,2020-09-07T08:52:10-0800,-147.8033,60.5352,730,PWS2,2,20,0,346494,Gaetanus simplex,C4,27,0.03125,83.2,10.3846,1612,3.5,323.04,3.3547
